formattedAddress,googleMapsUri,airport,distanceFromFlightpath,averageAltitude,distanceFromAirport,path_id,latitude,longitude,displayName,editorialSummary
"1313 Edison Ave, Bronx, NY 10461, USA",https://maps.google.com/?cid=3825742817815359071,LGA,0.1384026970346259,1089.593220338983,4.728790241385663,LGA0,40.837888,-73.8308002,Parque para niños,
"175 Ellery St, Brooklyn, NY 11206, USA",https://maps.google.com/?cid=10626931763125339767,LGA,0.1547381040128216,2694.703703703704,6.630593628909315,LGA2,40.6990406,-73.9460852,175 Ellery St,
"Hollywood Ave &, Baisley Ave, Bronx, NY 10461, USA",https://maps.google.com/?cid=9088197159411477652,LGA,0.10334469238852306,1103.9242424242425,4.77425190211052,LGA0,40.8365678,-73.82589000000002,Schneider Sampson Square,
"349 Greene Ave, Brooklyn, NY 11238, USA",https://maps.google.com/?cid=17730413526957558257,LGA,0.22766332441026607,3049.6470588235293,7.601070905807657,LGA2,40.687856499999995,-73.9573053,Greene Acres,
"Woodside Ave &, 56th St, Queens, NY 11377, USA",https://maps.google.com/?cid=901325661322281865,LGA,0.2065676541280357,489.0,2.8676132611080853,LGA2,40.7458536,-73.9085108,Doughboy Plaza Dog Run,
"Franklin Ave, Brooklyn, NY 11238, USA",https://maps.google.com/?cid=7444165640802066298,LGA,0.22389910480075997,3049.6470588235293,7.596873397633566,LGA2,40.687872899999995,-73.95719799999999,Greene Acres,
"V52H+H6, Bronx, NY 10465, USA",https://maps.google.com/?cid=15772364347672328329,LGA,0.2359260751541402,1365.1538461538462,5.7734976835850595,LGA0,40.8514596,-73.8219786,Picnic Area,
"65 East Dr, Brooklyn, NY 11225, USA",https://maps.google.com/?cid=4421679093349754185,LGA,0.11881929548909187,2581.0666666666666,8.930621738656187,LGA2,40.670478100000004,-73.968812,Sled Hill,
"Weyman Ave, New Rochelle, NY 10805, USA",https://maps.google.com/?cid=14658299624452936755,LGA,0.13220545814661788,2052.0,8.862648398759738,LGA0,40.8863627,-73.7835815,Glen Island Park,"Island park with beaches, promenades, a restaurant & historic structures from its days as a resort."
"198 Vernon Ave, Brooklyn, NY 11206, USA",https://maps.google.com/?cid=10375743439275907259,LGA,0.0645084212805322,2135.5,6.799874348516437,LGA2,40.6949998,-73.9440187,198 Vernon Ave,
"450 St Ann's Ave, Bronx, NY 10455, USA",https://maps.google.com/?cid=5789176071685523232,LGA,0.17619677137814022,1883.9166666666667,3.154157996953005,LGA1,40.8117387,-73.9120243,St. Mary's Park,"Featuring a recreation center with a pool, this large park features picnic spots & areas for sports."
"420 E 158th St, Bronx, NY 10451, USA",https://maps.google.com/?cid=12766052050360827082,LGA,0.11009563974227986,2101.222222222222,3.7712228720506946,LGA1,40.8218442,-73.914075,Family Group Garden,
"512 Havemeyer Ave, Bronx, NY 10473, USA",https://maps.google.com/?cid=17972416961897174925,LGA,0.007491838556110337,641.3222222222222,3.1564363215644184,LGA0,40.817566,-73.84434399999999,Havemeyer Garden Association,
"175 Ellery St, Brooklyn, NY 11206, USA",https://maps.google.com/?cid=7239234702804014137,LGA,0.15821438490122738,2694.703703703704,6.6232700922087275,LGA2,40.699162199999996,-73.9460694,It's a park,
"175 Ellery St, Brooklyn, NY 11206, USA",https://maps.google.com/?cid=17254199705633351029,LGA,0.16970368488990162,2682.16,6.632424903328941,LGA2,40.69915710000001,-73.9463607,Charlie's Place,
