formattedAddress,googleMapsUri,airport,distanceFromFlightpath,averageAltitude,distanceFromAirport,path_id,latitude,longitude,displayName,editorialSummary
"956 W 81st St, Los Angeles, CA 90044, USA",https://maps.google.com/?cid=277582892092042434,LAX,0.2178113333942347,1783.590909090909,6.881353499424286,LAX3,33.9652903,-118.29111569999999,Vermont Miracle Park,
"201 S Ash Ave, Inglewood, CA 90301, USA",https://maps.google.com/?cid=6779076804727550337,LAX,0.29348172990259813,502.7857142857143,2.5329730083484416,LAX2,33.9587528,-118.36838300000001,201 S Ash Ave,
"Vista Del Mar & Century Boulevard, Playa Del Rey, CA 90293, USA",https://maps.google.com/?cid=8030877450379631154,LAX,0.10433805807790075,799.1578947368421,1.9349342086849757,LAX5,33.944310699999996,-118.4416833,Vista del Mar Park,Pocket green space & recreation area with ocean & airport views plus barbecue pits & picnic spots.
"Los Angeles, CA 90001, USA",https://maps.google.com/?cid=15061165819655717434,LAX,0.2905167387388773,2172.2631578947367,9.466707945076118,LAX0,33.9566209,-118.2437083,Colonel Leo H Washington Park,
"5322 Clara St, Cudahy, CA 90201, USA",https://maps.google.com/?cid=17090466834313982156,LAX,0.25787445584481544,3380.5,13.60141286676972,LAX0,33.9633378,-118.17201339999998,Cudahy River Park,
"554 W 97th St, Los Angeles, CA 90044, USA",https://maps.google.com/?cid=13618151189725621819,LAX,0.037525342299124916,1543.392857142857,7.07719510515941,LAX0,33.9480319,-118.28470569999999,554 W 97th St,
"8321 Jaboneria Rd, Bell Gardens, CA 90201, USA",https://maps.google.com/?cid=4959328570119662400,LAX,0.17567880927239068,3381.5,13.675088012470484,LAX0,33.9559518,-118.16995669999999,8321 Jaboneria Rd,
"12000 Vista Del Mar, Playa Del Rey, CA 90293, USA",https://maps.google.com/?cid=17819812090740194417,LAX,0.21683946992063616,1196.3809523809523,1.788664464424598,LAX1,33.930530399999995,-118.43566319999998,Dockweiler Beach,"Bustling public beach offering a hang gliding training park, bonfires & views of departing aircraft."
"8000 Park Ln, Bell Gardens, CA 90201, USA",https://maps.google.com/?cid=10557726418447723542,LAX,0.11623067444502357,3748.6129032258063,14.83907104695341,LAX4,33.9589406,-118.1498519,Bell Gardens John Anson Ford Park,"Tranquil park with a lake, soccer fields, basketball courts, play equipment & a walking path."
"441 E 98th St, Los Angeles, CA 90003, USA",https://maps.google.com/?cid=11154921983911102263,LAX,0.09128212270478692,1845.1153846153845,8.155967305270943,LAX0,33.9476857,-118.26584249999998,Dr. H. P. Rachal Square,
