formattedAddress,googleMapsUri,airport,distanceFromFlightpath,averageAltitude,distanceFromAirport,path_id,latitude,longitude,displayName,editorialSummary
"3600 Plumosa Dr, San Diego, CA 92107, USA",https://maps.google.com/?cid=1947902759104279240,SAN,0.17083464239253437,1352.9859154929577,1.983959939895331,SAN1,32.744583299999995,-117.2215435,Plumosa Park,"Occupying just 1.4 acres, this passive park offers a simple space for dog walking & kite flying."
"2351 Soto St, San Diego, CA 92107, USA",https://maps.google.com/?cid=7342259126716176838,SAN,0.20949751863299576,1772.2524271844661,2.848914547905896,SAN1,32.7486357,-117.23564789999998,Ocean Beach Community Garden,
"San Diego, CA 92114, USA",https://maps.google.com/?cid=16810993263944551987,SAN,0.2195398482108924,2576.42,8.521757085947023,SAN0,32.6958209,-117.0504604,Paradise Canyon Park,
"San Diego, CA 92107, USA",https://maps.google.com/?cid=8126215477833650669,SAN,0.013953854806339282,1610.6583850931677,2.58090915961264,SAN1,32.74443,-117.2325033,Famosa Canyon,
"2260 Front St, San Diego, CA 92101, USA",https://maps.google.com/?cid=10869964003990953672,SAN,0.08194347620327205,260.02906976744185,1.491859909918638,SAN2,32.7290235,-117.16491850000001,Juniper Front Community Garden,
"Sunken Harbor, San Diego, CA 92109, USA",https://maps.google.com/?cid=10367564686937580623,SAN,0.09663858018311941,3366.5974025974024,5.532759459144462,SAN3,32.7724549,-117.2732566,Sunken Harbor,
"2100 Park Blvd, San Diego, CA 92101, USA",https://maps.google.com/?cid=4279753253195689373,SAN,0.18892909363320928,559.6701030927835,2.3902755351792564,SAN2,32.7271877,-117.1495912,Children's Organic Ethnobotany Garden,
"San Diego, CA 92102, USA",https://maps.google.com/?cid=4323032895544408355,SAN,0.04165337323467563,1345.542372881356,4.7398842459277395,SAN0,32.7139609,-117.11187330000001,Dennis V. Allen Park,
"5750, San Diego, CA 92114, USA",https://maps.google.com/?cid=13840658613427354729,SAN,0.061937641442167554,2133.875,7.112468935826838,SAN0,32.7060765,-117.0721038,Valencia Canyon Open Space,
"San Diego, CA 92114, USA",https://maps.google.com/?cid=15312007811534905027,SAN,0.06572277867273311,2772.168316831683,9.201858603529915,SAN0,32.697737499999995,-117.03756039999999,Boone Park,
"San Diego, CA 92107, USA",https://maps.google.com/?cid=842004996289614022,SAN,0.0791533268736896,2080.3969465648856,3.795785708567661,SAN1,32.7502488,-117.25224499999997,Saratoga Park,
"1322 32nd St, San Diego, CA 92102, USA",https://maps.google.com/?cid=1754312846778816412,SAN,0.22870650016686608,1012.3882352941176,3.7344122834628117,SAN0,32.7224545,-117.1271357,32nd Street Canyon Open Space,
"Nimitz Blvd, San Diego, CA 92107, USA",https://maps.google.com/?cid=13543956196276786431,SAN,0.16120485318800584,1605.1352941176472,2.670319098813742,SAN1,32.747159599999996,-117.2330291,Bill Cleator Park,Multiple softball/baseball fields are the focus of this 15.3-acre city park surrounded by trees.
"2454 Evergreen St, San Diego, CA 92106, USA",https://maps.google.com/?cid=1640930545793406817,SAN,0.1274827849571594,1238.3068181818182,1.8077668901070816,SAN1,32.739034499999995,-117.22042839999999,Gregory Block Canyon,
"Oriental Point, San Diego, CA 92107, USA",https://maps.google.com/?cid=4743090258892100937,SAN,0.12994539086381893,2098.336283185841,3.868621756540467,SAN1,32.747106800000005,-117.25460269999999,Kahuna Reef,
"4261 Market St, San Diego, CA 92102, USA",https://maps.google.com/?cid=4449809912586320683,SAN,0.06957207141498915,1508.3798449612402,5.265764643522859,SAN0,32.7113857,-117.10334839999999,Mt Hope Community Garden,
"755 W Laurel St, San Diego, CA 92101, USA",https://maps.google.com/?cid=10541138342939164594,SAN,0.10504260290301738,164.66666666666666,1.1922830318151318,SAN2,32.7306214,-117.16979719999999,Laurel St Park,
"2877 Historic Decatur Rd, San Diego, CA 92106, USA",https://maps.google.com/?cid=13270038363724998836,SAN,0.0922579547025356,740.7711442786069,1.2008841577095295,SAN1,32.7401784,-117.2091279,Kanaka Landing,
"San Diego, CA 92106, USA",https://maps.google.com/?cid=16400821445005015892,SAN,0.1759827152618285,857.5316455696203,1.3077032706848744,SAN1,32.7419261,-117.2102091,Anchor Memorial,
"5480203500, Market St, San Diego, CA 92102, USA",https://maps.google.com/?cid=8787153080816569206,SAN,0.1135363914198018,1837.234375,6.205151987428945,SAN0,32.7105865,-117.08681910000001,Chollas Creekside Park,
"621 W Fir St, San Diego, CA 92101, USA",https://maps.google.com/?cid=3679765144391923015,SAN,0.22719508278373715,212.77631578947367,1.4039418436447537,SAN2,32.724412,-117.1684592,Piazza Basilone,
"2440 Russ Blvd, San Diego, CA 92102, USA",https://maps.google.com/?cid=17102531353890993962,SAN,0.23180259790866997,825.6969696969697,2.9742413023889487,SAN0,32.7194188,-117.1416904,Golden Hill Community Garden,
"2590-2596 Golden Hill Dr, San Diego, CA 92102, USA",https://maps.google.com/?cid=16668476358045535465,SAN,0.06787085078412186,719.23,3.0345350775220137,SAN2,32.7205113,-117.14016860000001,Golden Hill Park,"Family-friendly park with tennis courts, ball fields & a gym, plus picnic grounds & a playground."
"Eighth Ave, San Diego, CA 92101, USA",https://maps.google.com/?cid=12884639617085921645,SAN,0.05034979430920997,403.28767123287673,1.9244041588973029,SAN2,32.7267578,-117.1579085,Marston Point,Forested area providing a gateway to paved walking trails that range from easy-medium in difficulty.
"2590-2596 Golden Hill Dr, San Diego, CA 92102, USA",https://maps.google.com/?cid=16668476358045535465,SAN,0.1620489141318845,850.5357142857143,3.0345350775220137,SAN0,32.7205113,-117.14016860000001,Golden Hill Park,"Family-friendly park with tennis courts, ball fields & a gym, plus picnic grounds & a playground."
"Palisades, San Diego, CA 92101, USA",https://maps.google.com/?cid=4405601829253043278,SAN,0.1358979675267787,476.2542372881356,2.1689997694060232,SAN2,32.7271929,-117.1534711,Palisades Plaza,
"S Woodman St, San Diego, CA 92114, USA",https://maps.google.com/?cid=11945622334150750414,SAN,0.16868114849292157,2573.0813953488373,8.568713647221221,SAN0,32.6964566,-117.04937220000001,Paradise Canyon Open Space,
"2351 Soto St #2301, San Diego, CA 92107, USA",https://maps.google.com/?cid=17340483947520606604,SAN,0.14460141910174357,1699.288590604027,2.7625520772077397,SAN1,32.747257700000006,-117.23467769999999,Collier Park,Compact urban green space with grassy patches for picnic opportunities but no public restrooms.
"4726 Santa Monica Ave, San Diego, CA 92107, USA",https://maps.google.com/?cid=8575845461993899234,SAN,0.12083881851903414,1898.408163265306,3.3201252825303,SAN1,32.7451165,-117.24546520000001,Dusty Rhodes Park,
"San Diego, CA 92102, USA",https://maps.google.com/?cid=8222167072792915456,SAN,0.0744681749715674,1028.6013513513512,3.802524645625036,SAN0,32.717191500000006,-117.12756030000001,Golden Hill Open Space,
"339 N Jetty Rd, San Diego, CA 92109, USA",https://maps.google.com/?cid=5626970472571610758,SAN,0.16983631909834607,2535.184210526316,4.0673123715327995,SAN6,32.7602143,-117.252431,Parque,
"570 S 65th St, San Diego, CA 92114, USA",https://maps.google.com/?cid=5287639938366503777,SAN,0.18118969092773243,2432.0208333333335,8.007645480248165,SAN0,32.6985093,-117.0587214,George L. Stevens Senior Center,
"Downtown San Diego, CA 92101, USA",https://maps.google.com/?cid=17409370823424152025,SAN,0.14252750942182899,531.0847457627119,2.305592723486795,SAN2,32.7220927,-117.15277,Park to Bay Link,
"2950 A St, San Diego, CA 92102, USA",https://maps.google.com/?cid=128082192833796784,SAN,0.011942564723948957,957.0952380952381,3.5620488646473882,SAN0,32.7191703,-117.13117079999999,Einstein Peace Garden,
"2275 Mendocino Blvd, San Diego, CA 92107, USA",https://maps.google.com/?cid=16655249157382586531,SAN,0.11053540031880234,1781.086330935252,2.7978262230946096,SAN1,32.746849,-117.23549399999997,Point Loma Native Plant Garden,
"2137 Pacific Hwy, San Diego, CA 92101, USA",https://maps.google.com/?cid=18168838415171709247,SAN,0.16772997510472712,150.35087719298247,1.1763139861736505,SAN2,32.7262647,-117.17173960000001,sea world,
"Maple Cyn Trl, San Diego, CA 92103, USA",https://maps.google.com/?cid=9484609214986166038,SAN,0.23358333571126258,183.59550561797752,1.3134125819318296,SAN2,32.732326799999996,-117.16745569999999,Maple Street Trailhead,
"4920 Guymon St, San Diego, CA 92102, USA",https://maps.google.com/?cid=11724994943282263285,SAN,0.15340474438648635,1798.9545454545455,6.074457842317659,SAN0,32.7117708,-117.08877489999999,Hawk Pocket Park,
"San Diego, CA 92107, USA",https://maps.google.com/?cid=4859693092102842346,SAN,0.11743092604051487,1872.2526315789473,3.29822369867156,SAN1,32.7450872,-117.2450856,Ocean Beach Park,
"104 Latimer St, San Diego, CA 92114, USA",https://maps.google.com/?cid=7800200165571260472,SAN,0.08600734686936788,2169.1132075471696,7.278158863020067,SAN0,32.7029931,-117.0702027,Valencia Park,
