formattedAddress,googleMapsUri,airport,distanceFromFlightpath,averageAltitude,distanceFromAirport,path_id,latitude,longitude,displayName,editorialSummary
"600 Crest Ridge Dr, Irving, TX 75061, USA",https://maps.google.com/?cid=7760451165854030885,DFW,0.2429576362448322,976.078947368421,5.6865142281032135,DFW1,32.8190081,-97.0060207,AMA Gardens,
"Pilot Point, Grapevine, TX 76051, USA",https://maps.google.com/?cid=16212953053595194856,DFW,0.16503461290244578,2629.5,6.10679561595719,DFW2,32.9823644,-97.064394,Park Store,
"McFalls Park East, 1501 S Carrier Pkwy, Grand Prairie, TX 75051, USA",https://maps.google.com/?cid=9845228339237119494,DFW,0.159793703974868,2697.4137931034484,11.984586284849446,DFW1,32.724579,-97.0134569,McFalls Pavilion,
"Sunset Point, Lakeside Boardwalk, Flower Mound, TX 75022, USA",https://maps.google.com/?cid=10613276965521693813,DFW,0.03615759995648316,3013.3333333333335,6.308638452097353,DFW2,32.9846271,-97.06774779999999,Lakeside Access - Northshore Trail,
"1200 Susan Dr, Arlington, TX 76011, USA",https://maps.google.com/?cid=13442235364261990236,DFW,0.1454807000386748,2304.0,12.048747520116224,DFW0,32.723239899999996,-97.05810699999999,"Carl Knox, Jr. Park","Neighborhood park on 13 acres with a half-mile walk/bike path, picnic area, fishing & basketball."
"1299 SW 3rd St, Grand Prairie, TX 75051, USA",https://maps.google.com/?cid=5818232806088227486,DFW,0.2237134696121699,2654.1481481481483,11.832352319442673,DFW1,32.7275645,-97.0068493,Jennifer McFalls Park,"Public park named after local girl & Sydney Olympic softball gold medalist, Jennifer McFalls."
"Rockledge Park, 3600 Pilot Point, Grapevine, TX 76051, USA",https://maps.google.com/?cid=15276993714014373250,DFW,0.10884575512997775,2895.8333333333335,6.046138418438,DFW2,32.981271,-97.06522799999999,Rockledge Park,"Lakefront recreation area offering swimming, bluffside picnic areas & biking & hiking trails."
"367 Freeport Pkwy, Coppell, TX 75019, USA",https://maps.google.com/?cid=9178091810338299382,DFW,0.17179237697846508,2067.0,4.815722032486584,DFW3,32.9648355,-97.0199676,Coppell Nature Park,"Vast wildlife conservation area with diverse native plants & wildlife, including 130 bird species."
"800 Esters Rd, Irving, TX 75061, USA",https://maps.google.com/?cid=3628110368694362398,DFW,0.04393264697983412,927.5116279069767,5.467800089657409,DFW1,32.821388899999995,-97.00944439999999,Towne Lake Park,"Neighborhood recreational park offering grassy fields, a playground & a lake with ducks & turtles."
"Grand Prairie, TX 75052, USA",https://maps.google.com/?cid=5165103914793234093,DFW,0.08709442156811037,3086.4666666666667,13.628718317775844,DFW1,32.7010289,-97.00934319999999,Lyndon Baines Johnson Park,
"345 Freeport Pkwy, Coppell, TX 75019, USA",https://maps.google.com/?cid=9901026398513681523,DFW,0.18244230206453807,2067.0,4.686921006171142,DFW3,32.962406699999995,-97.0174582,Wagon Wheel Park,
"41047281, Flower Mound, TX 75022, USA",https://maps.google.com/?cid=15073936603298473916,DFW,0.2629915651374972,2771.0,6.539282154962148,DFW2,32.9884577,-97.0661087,Lakeside Tower Park,
"5100 S Robinson Rd, Grand Prairie, TX 75052, USA",https://maps.google.com/?cid=14789337591339251845,DFW,0.11101427370796005,3412.1666666666665,17.14058355200201,DFW1,32.649617299999996,-97.0130009,Parkhill Park Concession Stand,"Green space featuring a playground, picnic shelter & field for football & other activities."
