formattedAddress,googleMapsUri,airport,distanceFromFlightpath,averageAltitude,distanceFromAirport,path_id,latitude,longitude,displayName,editorialSummary
"4783 Curry Ford Rd, Orlando, FL 32812, USA",https://maps.google.com/?cid=13675242648237590603,MCO,0.07835745830083578,1486.4444444444443,6.684395180534947,MCO0,28.5249124,-81.32649579999999,Campo de béisbol,
"Enders St, Orlando, FL 32814, USA",https://maps.google.com/?cid=6993553396582218645,MCO,0.19559302769606043,2232.7,9.103147574753296,MCO0,28.559671899999998,-81.3313867,Enders Park,
"420 Buenaventura Blvd, Kissimmee, FL 34743, USA",https://maps.google.com/?cid=2880164351668187415,MCO,0.2303825286333267,3260.0,7.097976150732363,MCO2,28.334757999999997,-81.35441,Archie Gordon Memorial Park,
"4649 New Broad St, Orlando, FL 32814, USA",https://maps.google.com/?cid=4760168807490066045,MCO,0.17320525514323032,2273.3023255813955,9.33447433859884,MCO0,28.5630995,-81.3310554,New Broad Park,
"4990 New Broad St, Orlando, FL 32814, USA",https://maps.google.com/?cid=16591704589769571632,MCO,0.15926584953966474,2362.8333333333335,9.679815847737023,MCO0,28.568730199999997,-81.32563929999999,Harbor Park,Lakefront park with grassy areas & a pier also features sidewalks & boardwalks with benches.
"150 N Phelps Ave, Winter Park, FL 32789, USA",https://maps.google.com/?cid=10301199513048833319,MCO,0.13429487784070107,2889.9268292682927,11.6526788945993,MCO0,28.5969584,-81.330789,Marvin Smiley Park,
"1745 Canoe Creek Falls Dr, Orlando, FL 32824, USA",https://maps.google.com/?cid=8692297275269275715,MCO,0.09638851262381462,2087.074074074074,4.188396696438734,MCO2,28.373674299999998,-81.3361238,River Park Bvd.,
"2000 S Lakemont Ave, Winter Park, FL 32789, USA",https://maps.google.com/?cid=8424198612441996501,MCO,0.1524317426203155,2541.342857142857,10.263839271349696,MCO0,28.5772086,-81.3258452,Lake Baldwin Park,"23-acre dog-friendly lakeside park offering a beach, pavilions, picnic areas & a boat ramp."
"1954 Conway Rd #1916, Orlando, FL 32812, USA",https://maps.google.com/?cid=9392742844983185246,MCO,0.24832158907508833,1366.68,6.355965907100715,MCO0,28.519176599999998,-81.33181379999999,Metro at Michigan Park Condos,
"Orlando, FL 32822, USA",https://maps.google.com/?cid=1511508549489722316,MCO,0.2784385419439461,197.1,2.232849165165922,MCO1,28.4554746,-81.2872879,Jubilee Dog Park,
"2300 Temple Dr, Winter Park, FL 32789, USA",https://maps.google.com/?cid=3482219850558587946,MCO,0.23807804181265985,3070.0,13.223161291071296,MCO0,28.6196369,-81.3327544,Glen Haven Memorial Park,
"1864-2018 S Lakemont Ave, Winter Park, FL 32789, USA",https://maps.google.com/?cid=4667328299822252500,MCO,0.15704759863594564,2512.909090909091,10.196482614706579,MCO0,28.5762365,-81.3257584,Lake Baldwin Dog Park,
"6784 Tavistock Lakes Blvd, Orlando, FL 32827, USA",https://maps.google.com/?cid=4066253431360622067,MCO,0.18096655127023611,2020.0666666666666,4.229889628894088,MCO3,28.3734739,-81.2806883,Lake Nona Sculpture Park,
"5429 Lake Howell Rd, Winter Park, FL 32792, USA",https://maps.google.com/?cid=6448800270071439455,MCO,0.251507252303097,3043.9444444444443,13.390155807498475,MCO0,28.622702699999998,-81.3247173,Zoom Room Dog Training,
"Please contact owner by phone before visiting, 1800 Conway Rd, Orlando, FL 32812, USA",https://maps.google.com/?cid=18140683079671494722,MCO,0.20253463082913709,1406.8857142857144,6.4832564872596095,MCO0,28.521201899999998,-81.3310814,Plumeria Gardens,
"2380 Lake Baldwin Ln, Winter Park, FL 32792, USA",https://maps.google.com/?cid=17217475586190917068,MCO,0.1970502957009224,2560.6,10.336755298296204,MCO0,28.578331000000002,-81.325122,Pono’s Bench,
"St George St, Orlando, FL 32814, USA",https://maps.google.com/?cid=14976633052775061363,MCO,0.23760433489638072,2517.7916666666665,10.277402855095268,MCO0,28.5767322,-81.33226739999999,Oak Mews,
"Kenan Ln, Orlando, FL 32814, USA",https://maps.google.com/?cid=8514402976549801027,MCO,0.19706323928657474,2385.923076923077,9.77141178523124,MCO0,28.5694296,-81.3315184,Corrine Commons,
"1505 Kewannee Trail, Casselberry, FL 32730, USA",https://maps.google.com/?cid=3598690959799837022,MCO,0.12616021360064825,3363.1875,14.83634397300221,MCO0,28.6432404,-81.3311758,Kewannee Park,"A waterfront boardwalk, kids' playground, wooded trails & a pavilion are offered at this park."
