formattedAddress,googleMapsUri,airport,distanceFromFlightpath,averageAltitude,distanceFromAirport,path_id,latitude,longitude,displayName,editorialSummary
"1500 N Priest Dr UNIT 132, Tempe, AZ 85281, USA",https://maps.google.com/?cid=13122613288547318879,PHX,0.2116422742069778,573.8913043478261,3.3122376534334195,PHX0,33.4444355,-111.95585249999999,The Cotton Center,
"2100 W 8th St, Mesa, AZ 85201, USA",https://maps.google.com/?cid=17007121863604172621,PHX,0.1446985954537481,1965.4615384615386,7.860376886795165,PHX2,33.4311363,-111.87573400000001,Lake Ramada,
"2441 S 40th St, Phoenix, AZ 85034, USA",https://maps.google.com/?cid=4950278956082076044,PHX,0.16724926989042074,332.92857142857144,1.0984070878992742,PHX2,33.4259475,-111.99579299999999,Salt River Shore,
"1000 N College Ave, Tempe, AZ 85288, USA",https://maps.google.com/?cid=10540950168950026778,PHX,0.05123211022103172,986.3648648648649,4.68082157439759,PHX0,33.439844199999996,-111.9310915,Papago Bark Park,
"Mesa, AZ 85201, USA",https://maps.google.com/?cid=5740258748411853946,PHX,0.10636180406848729,1882.1304347826087,7.479316774574327,PHX2,33.4304834,-111.88237099999999,Cubs Mesa Arizona,
"2100 W Rio Salado Pkwy, Mesa, AZ 85201, USA",https://maps.google.com/?cid=17087911469867597812,PHX,0.20899958746478509,1953.4285714285713,7.935350004778104,PHX2,33.4322497,-111.8744021,Riverview Park,"Extensive play area in a public park with climbing structures, shaded picnic areas & a splash pad."
"80 W Rio Salado Pkwy, Tempe, AZ 85281, USA",https://maps.google.com/?cid=366973538302800349,PHX,0.17652727365527696,955.3636363636364,4.004016824874442,PHX2,33.4318454,-111.94262280000001,Tempe Beach Park,"Local landmark features a splash playground, boating, a baseball diamond & other athletic fields."
"E Rio Salado Pkwy & S Mill Ave, Tempe, AZ 85281, USA",https://maps.google.com/?cid=17432062841379472460,PHX,0.03082674828897595,1036.1142857142856,4.384722813211377,PHX2,33.428241299999996,-111.93630689999999,Hayden Butte,"Park & popular hiking area, known for a 60-ft. letter ""A"" representing Arizona State University."
"655-699 E Lake View Dr, Tempe, AZ 85288, USA",https://maps.google.com/?cid=1663862266067503039,PHX,0.15312163920796035,816.5714285714286,4.0767533578178385,PHX0,33.4380917,-111.9414427,LoPiano Park,
"817 W 5th St, Tempe, AZ 85281, USA",https://maps.google.com/?cid=8505057355124237394,PHX,0.22408552219802522,809.047619047619,3.620763537736825,PHX2,33.4249051,-111.95022689999999,Jaycee Park,"City park offering athletic fields, a playground, a dog run, a community center & a parking lot."
