formattedAddress,googleMapsUri,airport,distanceFromFlightpath,averageAltitude,distanceFromAirport,path_id,latitude,longitude,displayName,editorialSummary
"Shinnecock Hills Ave, Las Vegas, NV 89141, USA",https://maps.google.com/?cid=7577746922855024862,LAS,0.12644660966464094,2147.4222222222224,7.27116877527253,LAS0,35.9909513,-115.22115079999999,Inzalaco Family Park,
"5330 Somerset Hills Ave, Las Vegas, NV 89141, USA",https://maps.google.com/?cid=5923304930649938875,LAS,0.11804144946772502,2020.867924528302,6.803594203424879,LAS0,35.995204099999995,-115.2136918,Doctor Harry B. Johnson Rose Garden,
"Whitney Mesa Nature Preserve, 1990 Patrick Ln, Henderson, NV 89014, USA",https://maps.google.com/?cid=6159593505076701599,LAS,0.1909988751463877,902.6666666666666,5.080693824839111,LAS1,36.0771036,-115.0610935,Mesa Ridge Run - Whitney Mesa,
"Sipple St, Las Vegas, NV 89141, USA",https://maps.google.com/?cid=2173770689172562274,LAS,0.239302108489309,1903.5185185185185,6.582140625946009,LAS0,36.0010387,-115.2177237,Sipple Street,
"2 Cactus Garden Dr, Henderson, NV 89014, USA",https://maps.google.com/?cid=16052443012251310256,LAS,0.0133065879458472,737.9032258064516,4.495528540532494,LAS1,36.0739178,-115.07186270000001,Ethel M Botanical Cactus Garden,Spacious garden with 300+ species of native & exotic cacti & other ornamental & succulent plants.
"6200 S Eastern Ave, Las Vegas, NV 89119, USA",https://maps.google.com/?cid=7830817351854651986,LAS,0.18229461072047867,17.227272727272727,1.8835502378743205,LAS1,36.076926799999995,-115.11850020000001,Davis Memorial Park,
"Paradise, NV 89120, USA",https://maps.google.com/?cid=9541896094484183002,LAS,0.1538494636921203,90.34210526315789,2.298826481328962,LAS1,36.070909,-115.11243800000001,Sunset Park Volleyball Courts,
"900 Galleria Dr, Henderson, NV 89011, USA",https://maps.google.com/?cid=10355204765159177589,LAS,0.08499993865082156,1505.2830188679245,7.101242922277836,LAS1,36.0721665,-115.02521840000001,Cowabunga Bay Water Park,"Sprawling seasonal water park with multiple slides, a wave pool & a kids' area, plus restaurants."
"931 Wembly Hills Pl, Henderson, NV 89011, USA",https://maps.google.com/?cid=7167049461875609531,LAS,0.039662634922250924,2235.05,9.69536937813995,LAS1,36.074376699999995,-114.9785281,Weston Hills Neighborhood Dog Park,
"5330 Somerset Hills Ave, Las Vegas, NV 89141, USA",https://maps.google.com/?cid=3485739294851747716,LAS,0.12032959058714658,2020.2884615384614,6.790417633193103,LAS0,35.9953605,-115.21355550000001,Doctor Harry B. Johnson Rose Garden,
